# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-10 10:26:03 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01474500 Schuylkill River at Philadelphia, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01474500
#            TS   parameter     statistic     Description
#        118500       00060     00003     Discharge, cubic feet per second (Mean)
#        118501       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        118502       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        118503       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        118504       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        118505       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        118506       00300     00003     Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)
#        118507       00010     00001     Temperature, water, degrees Celsius (Maximum), [(2)]
#        118508       00010     00002     Temperature, water, degrees Celsius (Minimum), [(2)]
#        118509       00010     00003     Temperature, water, degrees Celsius (Mean), [(2)]
#        118510       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        118511       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        118513       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#        118514       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#        118515       00011     00001     Temperature, water, degrees Fahrenheit (Maximum)
#        118516       00011     00002     Temperature, water, degrees Fahrenheit (Minimum)
#        118517       00011     00003     Temperature, water, degrees Fahrenheit (Mean)
#        251571       00010     00003     Temperature, water, degrees Celsius (Mean)
#        251572       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        251573       00010     00002     Temperature, water, degrees Celsius (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	118500_00060_00003	118500_00060_00003_cd	118501_00095_00001	118501_00095_00001_cd	118502_00095_00002	118502_00095_00002_cd	118503_00095_00003	118503_00095_00003_cd	118504_00300_00001	118504_00300_00001_cd	118505_00300_00002	118505_00300_00002_cd	118506_00300_00003	118506_00300_00003_cd	118507_00010_00001	118507_00010_00001_cd	118508_00010_00002	118508_00010_00002_cd	118509_00010_00003	118509_00010_00003_cd	118510_00400_00001	118510_00400_00001_cd	118511_00400_00002	118511_00400_00002_cd	118513_80154_00003	118513_80154_00003_cd	118514_80155_00003	118514_80155_00003_cd	118515_00011_00001	118515_00011_00001_cd	118516_00011_00002	118516_00011_00002_cd	118517_00011_00003	118517_00011_00003_cd	251571_00010_00003	251571_00010_00003_cd	251572_00010_00001	251572_00010_00001_cd	251573_00010_00002	251573_00010_00002_cd
USGS	01474500	1951-11-19	3350	A																																						
USGS	01474500	1951-11-20	2920	A																																						
USGS	01474500	1951-11-21	2540	A																																						
USGS	01474500	1951-11-22	2270	A																																						
USGS	01474500	1951-11-23	2090	A																																						
USGS	01474500	1951-11-24	2050	A																																						
USGS	01474500	1951-11-25	2140	A																																						
USGS	01474500	1951-11-26	2980	A																																						
USGS	01474500	1951-11-27	3210	A																																						
USGS	01474500	1951-11-28	2450	A																																						
USGS	01474500	1951-11-29	2000	A																																						
USGS	01474500	1951-11-30	1920	A																																						
USGS	01474500	1951-12-01	1830	A																																						
USGS	01474500	1951-12-02	1750	A																																						
USGS	01474500	1951-12-03	1660	A																																						
USGS	01474500	1951-12-04	1580	A																																						
USGS	01474500	1951-12-05	2940	A																																						
USGS	01474500	1951-12-06	14000	A																																						
USGS	01474500	1951-12-07	9210	A																																						
USGS	01474500	1951-12-08	6570	A																																						
USGS	01474500	1951-12-09	5160	A																																						
USGS	01474500	1951-12-10	4160	A																																						
USGS	01474500	1951-12-11	3500	A																																						
USGS	01474500	1951-12-12	3110	A																																						
USGS	01474500	1951-12-13	2820	A																																						
USGS	01474500	1951-12-14	2450	A																																						
USGS	01474500	1951-12-15	2590	A																																						
USGS	01474500	1951-12-16	3010	A																																						
USGS	01474500	1951-12-17	2000	A																																						
USGS	01474500	1951-12-18	1880	A																																						
USGS	01474500	1951-12-19	2450	A																																						
USGS	01474500	1951-12-20	2730	A																																						
USGS	01474500	1951-12-21	25700	A																																						
USGS	01474500	1951-12-22	16600	A																																						
USGS	01474500	1951-12-23	8970	A																																						
USGS	01474500	1951-12-24	6550	A																																						
USGS	01474500	1951-12-25	5400	A																																						
USGS	01474500	1951-12-26	5950	A																																						
USGS	01474500	1951-12-27	5730	A																																						
USGS	01474500	1951-12-28	4140	A																																						
USGS	01474500	1951-12-29	3590	A																																						
USGS	01474500	1951-12-30	3430	A																																						
USGS	01474500	1951-12-31	3860	A																																						
USGS	01474500	1952-01-01	4580	A																																						
USGS	01474500	1952-01-02	7590	A																																						
USGS	01474500	1952-01-03	10800	A																																						
USGS	01474500	1952-01-04	10800	A																																						
USGS	01474500	1952-01-05	9050	A																																						
USGS	01474500	1952-01-06	7630	A																																						
USGS	01474500	1952-01-07	5950	A																																						
USGS	01474500	1952-01-08	4850	A																																						
USGS	01474500	1952-01-09	4300	A																																						
USGS	01474500	1952-01-10	4300	A																																						
USGS	01474500	1952-01-11	4600	A																																						
USGS	01474500	1952-01-12	3900	A																																						
USGS	01474500	1952-01-13	3300	A																																						
USGS	01474500	1952-01-14	3100	A																																						
USGS	01474500	1952-01-15	3300	A																																						
USGS	01474500	1952-01-16	3800	A																																						
USGS	01474500	1952-01-17	3500	A																																						
USGS	01474500	1952-01-18	6000	A																																						
USGS	01474500	1952-01-19	6190	A																																						
USGS	01474500	1952-01-20	5340	A																																						
USGS	01474500	1952-01-21	5180	A																																						
USGS	01474500	1952-01-22	4580	A																																						
USGS	01474500	1952-01-23	7850	A																																						
USGS	01474500	1952-01-24	6430	A																																						
USGS	01474500	1952-01-25	4850	A																																						
USGS	01474500	1952-01-26	9410	A																																						
USGS	01474500	1952-01-27	13900	A																																						
USGS	01474500	1952-01-28	16700	A																																						
USGS	01474500	1952-01-29	13200	A																																						
USGS	01474500	1952-01-30	8920	A																																						
USGS	01474500	1952-01-31	6910	A																																						
USGS	01474500	1952-02-01	5950	A																																						
USGS	01474500	1952-02-02	5620	A																																						
USGS	01474500	1952-02-03	5400	A																																						
USGS	01474500	1952-02-04	13600	A																																						
USGS	01474500	1952-02-05	12500	A																																						
USGS	01474500	1952-02-06	8180	A																																						
USGS	01474500	1952-02-07	6970	A																																						
USGS	01474500	1952-02-08	5950	A																																						
USGS	01474500	1952-02-09	5340	A																																						
USGS	01474500	1952-02-10	4800	A																																						
USGS	01474500	1952-02-11	4410	A																																						
USGS	01474500	1952-02-12	4140	A																																						
USGS	01474500	1952-02-13	3700	A																																						
USGS	01474500	1952-02-14	3170	A																																						
USGS	01474500	1952-02-15	2910	A																																						
USGS	01474500	1952-02-16	2860	A																																						
USGS	01474500	1952-02-17	3640	A																																						
USGS	01474500	1952-02-18	4190	A																																						
USGS	01474500	1952-02-19	3480	A																																						
USGS	01474500	1952-02-20	2910	A																																						
USGS	01474500	1952-02-21	2710	A																																						
USGS	01474500	1952-02-22	2660	A																																						
USGS	01474500	1952-02-23	2460	A																																						
USGS	01474500	1952-02-24	2320	A																																						
USGS	01474500	1952-02-25	2320	A																																						
USGS	01474500	1952-02-26	2170	A																																						
USGS	01474500	1952-02-27	2080	A																																						
USGS	01474500	1952-02-28	2030	A																																						
USGS	01474500	1952-02-29	1980	A																																						
USGS	01474500	1952-03-01	1980	A																																						
USGS	01474500	1952-03-02	2030	A																																						
USGS	01474500	1952-03-03	1940	A																																						
USGS	01474500	1952-03-04	1990	A																																						
USGS	01474500	1952-03-05	4380	A																																						
USGS	01474500	1952-03-06	4900	A																																						
USGS	01474500	1952-03-07	3640	A																																						
USGS	01474500	1952-03-08	3120	A																																						
USGS	01474500	1952-03-09	2860	A																																						
USGS	01474500	1952-03-10	2760	A																																						
USGS	01474500	1952-03-11	20100	A																																						
USGS	01474500	1952-03-12	29200	A																																						
USGS	01474500	1952-03-13	14400	A																																						
USGS	01474500	1952-03-14	10000	A																																						
USGS	01474500	1952-03-15	7390	A																																						
USGS	01474500	1952-03-16	6010	A																																						
USGS	01474500	1952-03-17	5180	A																																						
USGS	01474500	1952-03-18	4580	A																																						
USGS	01474500	1952-03-19	6160	A																																						
USGS	01474500	1952-03-20	9220	A																																						
USGS	01474500	1952-03-21	6070	A																																						
USGS	01474500	1952-03-22	5680	A																																						
USGS	01474500	1952-03-23	6550	A																																						
USGS	01474500	1952-03-24	8030	A																																						
USGS	01474500	1952-03-25	6650	A																																						
USGS	01474500	1952-03-26	5950	A																																						
USGS	01474500	1952-03-27	5290	A																																						
USGS	01474500	1952-03-28	4740	A																																						
USGS	01474500	1952-03-29	4300	A																																						
USGS	01474500	1952-03-30	4020	A																																						
USGS	01474500	1952-03-31	3700	A																																						
USGS	01474500	1952-04-01	3300	A																																						
USGS	01474500	1952-04-02	3550	A																																						
USGS	01474500	1952-04-03	5460	A																																						
USGS	01474500	1952-04-04	4410	A																																						
USGS	01474500	1952-04-05	8460	A																																						
USGS	01474500	1952-04-06	11800	A																																						
USGS	01474500	1952-04-07	8400	A																																						
USGS	01474500	1952-04-08	6790	A																																						
USGS	01474500	1952-04-09	5620	A																																						
USGS	01474500	1952-04-10	4900	A																																						
USGS	01474500	1952-04-11	4410	A																																						
USGS	01474500	1952-04-12	3970	A																																						
USGS	01474500	1952-04-13	3640	A																																						
USGS	01474500	1952-04-14	6170	A																																						
USGS	01474500	1952-04-15	12500	A																																						
USGS	01474500	1952-04-16	12800	A																																						
USGS	01474500	1952-04-17	9050	A																																						
USGS	01474500	1952-04-18	7330	A																																						
USGS	01474500	1952-04-19	6070	A																																						
USGS	01474500	1952-04-20	5290	A																																						
USGS	01474500	1952-04-21	4740	A																																						
USGS	01474500	1952-04-22	4240	A																																						
USGS	01474500	1952-04-23	3860	A																																						
USGS	01474500	1952-04-24	3640	A																																						
USGS	01474500	1952-04-25	3970	A																																						
USGS	01474500	1952-04-26	10800	A																																						
USGS	01474500	1952-04-27	13900	A																																						
USGS	01474500	1952-04-28	40100	A																																						
USGS	01474500	1952-04-29	25900	A																																						
USGS	01474500	1952-04-30	15900	A																																						
USGS	01474500	1952-05-01	11100	A																																						
USGS	01474500	1952-05-02	8720	A																																						
