# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-10 09:43:49 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01482800 Delaware River at Reedy Island Jetty, DE
# -----------------------------------------------------------------------------------
#
# Data provided for site 01482800
#            TS   parameter     statistic     Description
#        118703       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        118704       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        118705       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        118706       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        118707       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        118708       00400     00003     pH, water, unfiltered, field, standard units (Mean)
#        118709       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        118710       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        118711       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        118712       00010     00003     Temperature, water, degrees Celsius (Mean)
#        118713       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        118714       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        118715       00300     00003     Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)
#        214299       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#        214300       63680     00003     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Mean)
#        214301       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#
# Data-value qualification codes included in this output:
#   ***  Value unavailable.
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	118703_00095_00001	118703_00095_00001_cd	118704_00095_00002	118704_00095_00002_cd	118705_00095_00003	118705_00095_00003_cd	118706_00400_00001	118706_00400_00001_cd	118707_00400_00002	118707_00400_00002_cd	118708_00400_00003	118708_00400_00003_cd	118709_00400_00008	118709_00400_00008_cd	118710_00010_00001	118710_00010_00001_cd	118711_00010_00002	118711_00010_00002_cd	118712_00010_00003	118712_00010_00003_cd	118713_00300_00001	118713_00300_00001_cd	118714_00300_00002	118714_00300_00002_cd	118715_00300_00003	118715_00300_00003_cd	214299_63680_00001	214299_63680_00001_cd	214300_63680_00003	214300_63680_00003_cd	214301_63680_00002	214301_63680_00002_cd
USGS	01482800	1964-11-07	19900	A	15900	A	17700	A																										
USGS	01482800	1964-11-08	19100	A	15800	A	17400	A																										
USGS	01482800	1964-11-09	21100	A	15400	A	18000	A																										
USGS	01482800	1964-11-10	21700	A	16500	A	18500	A																										
USGS	01482800	1964-11-11	21600	A	16600	A	18600	A																										
USGS	01482800	1964-11-12	21500	A	17000	A	18800	A																										
USGS	01482800	1964-11-13	21600	A	16900	A	19000	A																										
USGS	01482800	1964-11-14	21400	A	16400	A	18400	A																										
USGS	01482800	1964-11-15	21800	A	16600	A	18700	A																										
USGS	01482800	1964-11-16	22000	A	16800	A	19200	A																										
USGS	01482800	1964-11-17	21300	A	17400	A	19100	A																										
USGS	01482800	1964-11-18	21700	A	17300	A	19400	A																										
USGS	01482800	1964-11-19	23000	A	17500	A	19500	A																										
USGS	01482800	1964-11-20	21800	A	16800	A	19600	A																										
USGS	01482800	1964-11-21	21500	A	16200	A	18600	A																										
USGS	01482800	1964-11-22	20600	A	15600	A	17400	A																										
USGS	01482800	1964-11-23	21400	A	15400	A	17600	A																										
USGS	01482800	1964-11-24	20400	A	15200	A	17200	A																										
USGS	01482800	1964-11-25	22400	A	16000	A	18900	A																										
USGS	01482800	1964-11-26	22600	A	18000	A	20100	A																										
USGS	01482800	1964-11-27	20500	A	15800	A	17900	A																										
USGS	01482800	1964-11-28	21600	A	16200	A	18300	A																										
USGS	01482800	1964-11-29	20400	A	16400	A	18300	A																										
USGS	01482800	1964-11-30	21800	A	16100	A	17900	A																										
USGS	01482800	1964-12-01	20000	A	15500	A	17400	A																										
USGS	01482800	1964-12-02	23300	A	16000	A	18400	A																										
USGS	01482800	1964-12-03	21800	A	15400	A	17900	A																										
USGS	01482800	1964-12-04	22900	A	15700	A	18900	A																										
USGS	01482800	1964-12-05	22200	A	16700	A	18800	A																										
USGS	01482800	1964-12-06	22200	A	16000	A	19200	A																										
USGS	01482800	1964-12-07	22600	A	16200	A	18700	A																										
USGS	01482800	1964-12-08	22600	A	16000	A	18600	A																										
USGS	01482800	1964-12-09	21500	A	16100	A	18300	A																										
USGS	01482800	1964-12-10	21500	A	15600	A	18100	A																										
USGS	01482800	1964-12-11	21600	A	16000	A	18500	A																										
USGS	01482800	1964-12-12	20600	A	15700	A	17800	A																										
USGS	01482800	1964-12-13	20400	A	14900	A	17500	A																										
USGS	01482800	1964-12-14	21700	A	15300	A	17900	A																										
USGS	01482800	1964-12-15	19300	A	14400	A	17000	A																										
USGS	01482800	1964-12-16	20400	A	14100	A	16500	A																										
USGS	01482800	1964-12-17	21000	A	14200	A	17000	A																										
USGS	01482800	1964-12-18	18400	A	11900	A	15100	A																										
USGS	01482800	1964-12-19	21100	A	13300	A	16200	A																										
USGS	01482800	1964-12-20	21800	A	14000	A	17100	A																										
USGS	01482800	1964-12-21	22000	A	13900	A	17100	A																										
USGS	01482800	1964-12-22	22500	A	14800	A	18500	A																										
USGS	01482800	1964-12-23	21900	A	16200	A	18500	A																										
USGS	01482800	1964-12-24	21100	A	15300	A	17800	A																										
USGS	01482800	1964-12-25	20500	A	15200	A	17800	A																										
USGS	01482800	1964-12-26	19800	A	14600	A	17000	A																										
USGS	01482800	1964-12-27	18800	A	14800	A	16600	A																										
USGS	01482800	1964-12-28	18600	A	13900	A	16000	A																										
USGS	01482800	1964-12-29	18500	A	12600	A	15500	A																										
USGS	01482800	1964-12-30	18500	A	11900	A	14600	A																										
USGS	01482800	1964-12-31	16100	A	10800	A	13500	A																										
USGS	01482800	1965-01-01	15700	A	10300	A	12400	A																										
USGS	01482800	1965-01-02	20100	A	10200	A	14500	A																										
USGS	01482800	1965-01-03	17100	A	10100	A	13000	A																										
USGS	01482800	1965-01-04	16900	A	10200	A	13500	A																										
USGS	01482800	1965-01-05	20400	A	12800	A	16100	A																										
USGS	01482800	1965-01-06	19400	A	12000	A	15600	A																										
USGS	01482800	1965-01-07	18800	A	12500	A	15000	A																										
USGS	01482800	1965-01-08	18900	A	12600	A	15000	A																										
USGS	01482800	1965-01-09	17700	A	11200	A	14400	A																										
USGS	01482800	1965-01-10	16900	A	10200	A	13600	A																										
USGS	01482800	1965-01-11	19400	A	11200	A	15800	A																										
USGS	01482800	1965-01-12	19600	A	12100	A	15300	A																										
USGS	01482800	1965-01-13	17500	A	10900	A	13800	A																										
USGS	01482800	1965-01-14	15800	A	9800	A	12800	A																										
USGS	01482800	1965-01-15	16300	A	9100	A	11900	A																										
USGS	01482800	1965-01-16	18600	A	11100	A	14100	A																										
USGS	01482800	1965-01-17	20800	A	12200	A	16600	A																										
USGS	01482800	1965-01-18	20200	A	12600	A	15700	A																										
USGS	01482800	1965-01-19	17700	A	11700	A	14300	A																										
USGS	01482800	1965-01-20	16400	A	10700	A	13400	A																										
USGS	01482800	1965-01-21	16800	A	10500	A	12500	A																										
USGS	01482800	1965-01-22	16000	A	10600	A	13000	A																										
USGS	01482800	1965-01-23	16000	A	10000	A	12600	A																										
USGS	01482800	1965-01-24	18800	A	11500	A	15800	A																										
USGS	01482800	1965-01-25	18700	A	11200	A	14700	A																										
USGS	01482800	1965-01-26	18200	A	11600	A	14800	A																										
USGS	01482800	1965-01-27	17600	A	10900	A	14400	A																										
USGS	01482800	1965-01-28	17100	A	9900	A	13500	A																										
USGS	01482800	1965-01-29	17600	A	9900	A	13300	A																										
USGS	01482800	1965-01-30	18200	A	10400	A	14100	A																										
USGS	01482800	1965-01-31	18300	A	11500	A	14500	A																										
USGS	01482800	1965-02-01	19400	A	12200	A	14900	A																										
USGS	01482800	1965-02-02	16400	A	11800	A	14000	A																										
USGS	01482800	1965-02-03	17400	A	10900	A	13600	A																										
USGS	01482800	1965-02-04	17000	A	10000	A	12800	A																										
USGS	01482800	1965-02-05	12300	A	10000	A																												
USGS	01482800	1965-02-06																																
USGS	01482800	1965-02-07																																
USGS	01482800	1965-02-08																																
USGS	01482800	1965-02-09																																
USGS	01482800	1965-02-10																																
USGS	01482800	1965-02-11																																
USGS	01482800	1965-02-12																																
USGS	01482800	1965-02-13																																
USGS	01482800	1965-02-14																																
USGS	01482800	1965-02-15																																
USGS	01482800	1965-02-16																																
USGS	01482800	1965-02-17																																
USGS	01482800	1965-02-18																																
USGS	01482800	1965-02-19																																
USGS	01482800	1965-02-20																																
USGS	01482800	1965-02-21																																
USGS	01482800	1965-02-22																																
USGS	01482800	1965-02-23																																
USGS	01482800	1965-02-24																																
USGS	01482800	1965-02-25																																
USGS	01482800	1965-02-26																																
USGS	01482800	1965-02-27																																
USGS	01482800	1965-02-28																																
USGS	01482800	1965-03-01																																
USGS	01482800	1965-03-02																																
USGS	01482800	1965-03-03																																
USGS	01482800	1965-03-04	12100	A	5600	A																												
USGS	01482800	1965-03-05	12700	A	5500	A	8600	A																										
USGS	01482800	1965-03-06	11900	A	5500	A	8520	A																										
USGS	01482800	1965-03-07	9800	A	4500	A	7130	A																										
USGS	01482800	1965-03-08	11300	A	4000	A	6790	A																										
USGS	01482800	1965-03-09	10000	A	3700	A	6080	A																										
USGS	01482800	1965-03-10	10800	A	3900	A																												
USGS	01482800	1965-03-11																																
USGS	01482800	1965-03-12																																
USGS	01482800	1965-03-13																																
USGS	01482800	1965-03-14																																
USGS	01482800	1965-03-15																																
USGS	01482800	1965-03-16																																
USGS	01482800	1965-03-17																																
USGS	01482800	1965-03-18																																
USGS	01482800	1965-03-19																																
USGS	01482800	1965-03-20																																
USGS	01482800	1965-03-21																																
USGS	01482800	1965-03-22																																
USGS	01482800	1965-03-23																																
USGS	01482800	1965-03-24																																
USGS	01482800	1965-03-25																																
USGS	01482800	1965-03-26																																
USGS	01482800	1965-03-27																																
USGS	01482800	1965-03-28																																
USGS	01482800	1965-03-29																																
USGS	01482800	1965-03-30																																
USGS	01482800	1965-03-31																																
USGS	01482800	1965-04-01																																
USGS	01482800	1965-04-02																																
USGS	01482800	1965-04-03																																
USGS	01482800	1965-04-04																																
USGS	01482800	1965-04-05																																
USGS	01482800	1965-04-06																																
USGS	01482800	1965-04-07																																
USGS	01482800	1965-04-08																																
USGS	01482800	1965-04-09																																
USGS	01482800	1965-04-10																																
USGS	01482800	1965-04-11																																
USGS	01482800	1965-04-12	10800	A	5200	A																												
USGS	01482800	1965-04-13	8600	A	3300	A	5620	A																										
USGS	01482800	1965-04-14	12800	A	3000	A	5790	A																										
USGS	01482800	1965-04-15	13000	A	3700	A	7810	A																										
USGS	01482800	1965-04-16	11700	A	3900	A	6470	A																										
USGS	01482800	1965-04-17	9400	A	3100	A	5470	A																										
USGS	01482800	1965-04-18	10100	A	2900	A	5360	A																										
USGS	01482800	1965-04-19	8800	A	3200	A	5040	A																										
USGS	01482800	1965-04-20	8800	A	3000	A	4960	A																										
USGS	01482800	1965-04-21	8400	A	2500	A	4640	A																										
USGS	01482800	1965-04-22	7600	A	2200	A	4000	A																										
USGS	01482800	1965-04-23	7400	A	2400	A	4180	A																										
USGS	01482800	1965-04-24	8400	A	2600	A	4860	A																										
USGS	01482800	1965-04-25	9050	A	3300	A	5430	A																										
USGS	01482800	1965-04-26	8500	A	2800	A	5350	A																										
USGS	01482800	1965-04-27	8900	A	2990	A	5390	A																										
USGS	01482800	1965-04-28	9300	A	2990	A	5600	A																										
USGS	01482800	1965-04-29	9700	A	3300	A	5630	A																										
USGS	01482800	1965-04-30	9400	A	2900	A	5400	A																										
USGS	01482800	1965-05-01	9900	A	3000	A	5200	A																										
USGS	01482800	1965-05-02	11000	A	3000	A	5360	A																										
USGS	01482800	1965-05-03	9500	A	3100	A	5170	A																										
USGS	01482800	1965-05-04	9400	A	3100	A	5330	A																										
USGS	01482800	1965-05-05	9910	A	3000	A	5190	A																										
USGS	01482800	1965-05-06	9700	A	3200	A	5440	A																										
USGS	01482800	1965-05-07	8090	A	3400	A	5150	A																										
USGS	01482800	1965-05-08	9300	A	3400	A	5520	A																										
USGS	01482800	1965-05-09	8300	A	3200	A	5180	A																										
USGS	01482800	1965-05-10	7200	A	3300	A	4900	A																										
USGS	01482800	1965-05-11	9200	A	3400	A	5280	A																										
USGS	01482800	1965-05-12	10200	A	3400	A	5660	A																										
USGS	01482800	1965-05-13	9400	A	3700	A	5580	A																										
USGS	01482800	1965-05-14	11600	A	3900	A	6310	A																										
USGS	01482800	1965-05-15	10500	A	4200	A	6350	A																										
USGS	01482800	1965-05-16	9600	A	3900	A	6010	A																										
USGS	01482800	1965-05-17	10500	A	4200	A	6250	A																										
USGS	01482800	1965-05-18	10000	A	4000	A	6270	A																										
USGS	01482800	1965-05-19	11100	A	4200	A	6620	A																										
USGS	01482800	1965-05-20	10300	A	4400	A	6520	A																										
USGS	01482800	1965-05-21	10600	A	4600	A	6920	A																										
USGS	01482800	1965-05-22	10600	A	4700	A	6790	A																										
USGS	01482800	1965-05-23	9600	A	4200	A	6500	A																										
USGS	01482800	1965-05-24	10900	A	4900	A	7570	A																										
USGS	01482800	1965-05-25	11600	A	4900	A	8220	A																										
USGS	01482800	1965-05-26	12300	A	5300	A	8150	A																										
USGS	01482800	1965-05-27	13800	A	5800	A	8960	A																										
USGS	01482800	1965-05-28	13000	A	6500	A	9010	A																										
USGS	01482800	1965-05-29	14000	A	6100	A	8910	A																										
USGS	01482800	1965-05-30	13800	A	6100	A	8980	A																										
USGS	01482800	1965-05-31	14000	A	6400	A	9390	A																										
USGS	01482800	1965-06-01	13600	A	6500	A	9000	A																										
USGS	01482800	1965-06-02	13800	A	6700	A	8970	A																										
USGS	01482800	1965-06-03	13200	A	6500	A	9190	A																										
USGS	01482800	1965-06-04	13400	A	6600	A	9370	A																										
USGS	01482800	1965-06-05	13200	A	6000	A	9210	A																										
USGS	01482800	1965-06-06	12000	A	6400	A	8880	A																										
USGS	01482800	1965-06-07	12400	A	6700	A	9000	A																										
USGS	01482800	1965-06-08	12800	A	6600	A	8870	A																										
USGS	01482800	1965-06-09	12200	A	6700	A	9110	A																										
USGS	01482800	1965-06-10	12900	A	6700	A	8970	A																										
USGS	01482800	1965-06-11	13500	A	6700	A	8830	A																										
USGS	01482800	1965-06-12	14200	A	6900	A	9230	A																										
USGS	01482800	1965-06-13	14500	A	7200	A	9700	A																										
USGS	01482800	1965-06-14	14400	A	7700	A	9790	A																										
USGS	01482800	1965-06-15	14200	A	8300	A	10500	A																										
USGS	01482800	1965-06-16	13800	A	9200	A	10700	A																										
USGS	01482800	1965-06-17	14900	A	9000	A	11800	A																										
USGS	01482800	1965-06-18	15500	A	8600	A	11400	A																										
USGS	01482800	1965-06-19	15200	A	8900	A	11300	A																										
USGS	01482800	1965-06-20	17000	A	8900	A	12500	A																										
USGS	01482800	1965-06-21	17300	A	9100	A	12700	A																										
USGS	01482800	1965-06-22	16000	A	9100	A	12300	A																										
USGS	01482800	1965-06-23	17000	A	9200	A	12800	A																										
USGS	01482800	1965-06-24	16800	A	10000	A	13100	A																										
USGS	01482800	1965-06-25	18000	A	9900	A	13000	A																										
USGS	01482800	1965-06-26	17800	A	10300	A	13200	A																										
USGS	01482800	1965-06-27	17700	A	10800	A	13200	A																										
USGS	01482800	1965-06-28	17700	A	10600	A	13100	A																										
USGS	01482800	1965-06-29	17300	A	10100	A	12900	A																										
USGS	01482800	1965-06-30	17000	A	10300	A	13000	A																										
USGS	01482800	1965-07-01	17700	A	10700	A	13500	A																										
USGS	01482800	1965-07-02	18300	A	11100	A	14400	A																										
USGS	01482800	1965-07-03	17600	A	11400	A	14200	A																										
USGS	01482800	1965-07-04	16000	A	10900	A	13200	A																										
USGS	01482800	1965-07-05	16000	A	11300	A	13300	A																										
USGS	01482800	1965-07-06	15100	A	10600	A	12700	A																										
USGS	01482800	1965-07-07	16700	A	11400	A	13200	A																										
USGS	01482800	1965-07-08	15600	A	10800	A	13000	A																										
